post,class,prediction,implicit_class
white ? no . american ? yes .,not_hate,not_hate,
what 's with all the recent terror attacks ? its ramadan . and you 're not you when you 're hungry .,implicit_hate,not_hate,irony
18 percent of national review readers are below the age of 54 . maybe these cucks should do some outreach of their own ?,explicit_hate,implicit_hate,
of course not . berkeley isn't obligated to offer her a platform to speak,not_hate,not_hate,
: this past year has been monumental for alliance defending freedom . here are just some of the incredible highlights . ht,not_hate,not_hate,
" no i'm just using psychology which i have a phd in . this is the psychology pathetic racist white  "" men "" "" like you have ... you are jealous that us melanated men have more testosterone and bigger dix and white women prefer us so you lash out . psych 101 . """,not_hate,implicit_hate,
splc is an anti-white racist organization,not_hate,implicit_hate,
banned : bing cosbys white christmas song is now officially racist | more : via,not_hate,not_hate,
pres obama now bears moral responsibility for sending tax $ to a group that has engaged in selling baby body parts .,not_hate,implicit_hate,
"i would be raising hell if i lived in connecticut! all these states need to get rid of illegals,abuse to citizens",implicit_hate,implicit_hate,threatening
how is it you guys haven't figured out this was a staged op ? very disheartening that the alt-right seem,not_hate,not_hate,
white people need to start killing the enemy,explicit_hate,explicit_hate,
obama is focused on the economy ... he is out to destroy it ... amnesty & obamacare will speed that process along !,not_hate,implicit_hate,
the extermination of the white race : the real facts about britain and non-white immigration via,implicit_hate,explicit_hate,white_grievance
milo is done . spencer is right . this presser was his last chance and he wasn't defiant enough .,not_hate,not_hate,
i hate fat people .,explicit_hate,not_hate,
Fun fact normies: Nicolas Maduro is an ethnic Jew. So was Fidel Castro. So were Maoâs and Stalinâs top advisers and financiers. So were the Bolsheviks. So were the heads of the communist party in Wiemar Germany. So is Bernie Sanders. #MondayMotivation #RemoveTheJews,implicit_hate,explicit_hate,
well they helped zionism and commies to destroy germany a white country ... that's racist .,implicit_hate,implicit_hate,white_grievance
john c . calhoun predicted the prostration of the white race in his southern address of 1849 :,not_hate,implicit_hate,
remember folks . it is a rigged game and the media is trying to bring down trump turnout by saying the race is over . it's not .,not_hate,not_hate,
the jews again . jew hate is prevalent in muslim communities .,implicit_hate,implicit_hate,stereotypical
chicago is a mess,not_hate,not_hate,
blacks need pull up there pants  take a shower  put down the crack pipe get a job and stop assuming us good white folks racist !,implicit_hate,implicit_hate,stereotypical
whats it like living in your fantasy land ? you want to see what real privilege looks like ? here . here is your white privilege,not_hate,explicit_hate,
swedish politicians propose deploying military in no-go zones to combat gang violence via,not_hate,not_hate,
latvia : thousands hold stop white genocide rallies | read more : via,implicit_hate,not_hate,white_grievance
we are anonymousexpect cones and ddos #conesec,not_hate,not_hate,
' holocaust ' debate / comments / news poll : 60 % no longer trust the mainstream media : it's difficult to know ...,not_hate,not_hate,
eat pig!,implicit_hate,explicit_hate,inferiority
anti-white filth .,implicit_hate,explicit_hate,inferiority
i might shock a few people saying this being a nationalist but you can't take the klan serious,not_hate,not_hate,
they call me a white supremacists ... i'm a brown jew .,not_hate,explicit_hate,
hindus don't have any issues with white race  as aryans we are closer to nordic races .,not_hate,not_hate,
o transgender regs threaten freedom of physicianssex means gender identity .,implicit_hate,not_hate,white_grievance
internet censorship ramps up as second white nationalist website has dns seized via evil doing jew ?,explicit_hate,explicit_hate,
can try to hide bigotry with false threats from old white sheriffs but will still be a nationalist org full of racist,not_hate,implicit_hate,
its great to be white . i like it .,not_hate,implicit_hate,
islam / liberalism is dividing white people against each other . white people hate white people more than anyone . divide and conquer .,not_hate,implicit_hate,
even here i can see under the caps are no white people - looks like obama and his devout moslims,implicit_hate,implicit_hate,stereotypical
tuesday's washington update article from : #ccot #prolife #profamily #1m1w #marriage #praytoendabortion,not_hate,not_hate,
john boehner says he is encouraging jeb bush to run for president via #immigration #bedfellows,not_hate,not_hate,
the black panthers are making a comeback,not_hate,not_hate,
" its the obama's version of  "" islam doesn't kill people  people kill people "" "" """,not_hate,implicit_hate,
" but its not about  "" white identity "" "" to you . its about how you can keep the oppression and hate wheel turning . your use of "" "" white identity "" "" is a ruse . an attempt to legitimize hatred of other cultures.youre hiding behind the semantics of it because you have one goal . justify racism """,not_hate,implicit_hate,
hindus have such handsome and beautiful gods ! !,not_hate,not_hate,
nothing wrong with being white person you racist bigot !,not_hate,explicit_hate,
tony perkins : on every measure ... religious practice act family structure predict & produce the best results . #sotf,not_hate,not_hate,
cuckservatives : glenn beck plans restoring unity rally in birmingham  al,not_hate,implicit_hate,
retweeted ku klux klan ( ): kkk alive and well white brother hood unite ku klux klan,explicit_hate,explicit_hate,
will there be a fundraiser to help people pay for medical treatment ?,not_hate,not_hate,
the guardian has an issue with white people .,not_hate,not_hate,
yes brad  which is why you claim all those black people live in hud housing because they are fortune 500 ceos ...,not_hate,implicit_hate,
heroine bad  it will kill you  kill unborn good !  happy easter,not_hate,not_hate,
mike sledge of renegade broadcasting joins me to discuss international capitalism and international communism :,not_hate,not_hate,
build the wall . deport them all . dont let them take away our machine guns . 2nd amendment,implicit_hate,explicit_hate,threatening
white race is still here . it hasn't been wiped out so history can't prove something that hasn't happened .,not_hate,implicit_hate,
poor blacks n america are the most spoiled & pampered group of people n,explicit_hate,implicit_hate,
nazis never went away . they call themselves the #altright because you think people are stupid .,not_hate,implicit_hate,
can bama deport ole fish-guts..?,implicit_hate,implicit_hate,inferiority
why are we allowing migrants more rights than those who descended from slaves. lock up the syrians and let the blacks out!,implicit_hate,explicit_hate,threatening
if being pro-white is a problem to you  does that make you anti-white ?,not_hate,implicit_hate,
"  "" miss  you are ... you are * very * white . "" "" 0:45 """,not_hate,implicit_hate,
yes i'm proud to say i support president trump . trump supporters don't obsess over race and race bait like democrats,not_hate,not_hate,
racist attacks on white dutch people by mobs of muslim immigrants continue ( video ) va,implicit_hate,explicit_hate,stereotypical
those poor white kids .,not_hate,implicit_hate,
owaisi only indian muslim of import who has publicly defended is . the demographics of where he seeks votes explains why the rest silent ?,not_hate,implicit_hate,
americas poorest white town proves link between race and crime #swrm #whitetown #us via,implicit_hate,implicit_hate,stereotypical
even of the devil wanted to set up a vigil for george soros  i wouldn't care . death is death . can't we let people mourn without investigating the situation for possible thought crime ? geeze,not_hate,not_hate,
nationalism will stand on the rotten corpse of conservativism .,not_hate,not_hate,
rooney stfu you go to mexico and live you love them so much.tell you what move about a thousand into your neighborhood.then you would change your tune.,implicit_hate,implicit_hate,irony
straight talk for white men,not_hate,not_hate,
now it is full of jew and government infiltrators .,implicit_hate,implicit_hate,stereotypical
"omg, quit following the law, we need to sell tennis shoes",implicit_hate,not_hate,irony
- - open your ears ! ! i am white - - -,not_hate,not_hate,
i dont know if this is a good thing or bad but only time will tell ... hail our people !,implicit_hate,explicit_hate,incitement
"you got adopted because you are white, healthy, and female",implicit_hate,implicit_hate,inferiority
the american people  of all color and creed conquered the land . american  not black  white  or brown . please stop being such a racist .,not_hate,not_hate,
radix journal  alternativehypothesis make the case for white nationalism  but not these mad jew conspiracies,not_hate,implicit_hate,
how about a review of white trash by nancy isenburg ?,not_hate,not_hate,
i cannot believe your hating on white power,implicit_hate,explicit_hate,incitement
while scores are dying in railway accidents bjp government is making bullet train on paper ! !,not_hate,not_hate,
cuck erickson : rubio and cruz supporters need to agree to a truce to stop trump,not_hate,not_hate,
good read hunter,not_hate,not_hate,
; how many white dems w / slaving owning ancestors give to charities supporting black people ?,not_hate,implicit_hate,
y would hindu vote for bjp if he is donating 80000 credit to kashmir & all of sudden become secular ?,not_hate,not_hate,
the only people it is ok to hate because of skin color are whites in once majority white countries.most whites raised to be color blind & their kids will be targets of anti-white hatred.no one cares .,not_hate,implicit_hate,
" rt >  "" america is becoming non-white and that's a good thing "" "" > media : "" "" great ! "" "" > white people : "" "" we have a right to exist "" "" > media : "" "" are you racist "" "" """,not_hate,implicit_hate,
you mean the all white christian fanatical god defined by groups like the . when your popularity is plummetting support a hate group .,not_hate,explicit_hate,
he was a delusional coward who led the reich to its own demise with his irrational decisions .,not_hate,explicit_hate,
the altlite doesn't want white supremacy . look at anticom ie or vanam,not_hate,not_hate,
there i sat w / my white fellows & white teacher . radio anounces : robert mugabe won the elections by far .,not_hate,not_hate,
our women the most beautiful . long live the white aryan race !,implicit_hate,explicit_hate,incitement
utm_source = feedburner & utm_medium = email & utm_campaign = feed % 3a + whiteresister % 2fxo + the + white + resister % 29 # . wd7xodinnvg.twitter via,not_hate,not_hate,
yea we were better offwith the floppy-eared gayblade and his manly wife shipping our 401ks and savin,implicit_hate,not_hate,irony
what's white supremacy ?,not_hate,not_hate,
why are white enclaves so damaging to blacks ? because they foul and destroy their own neighborhoods .,implicit_hate,implicit_hate,stereotypical
government should close down swiss banks & swiss companies in india if they don't return our money soon .,not_hate,not_hate,
first  pewdiepie . now  jontron,not_hate,not_hate,
' holocaust ' debate / comments / news exterminations - previous and current numbers ? : anybody aware of a tabl ...,not_hate,not_hate,
nobody will take white identity seriously if you yell muh jew for every issue . we need to talk about how great our culture is .,implicit_hate,implicit_hate,incitement
" i think charlottesville effectively re-branded altright as  "" gasthekikes "" "" . fair or not  """,not_hate,implicit_hate,
profiling is nothing more than common sense . common sense doesnt make one a racist . the only reason he was branded a racist is because the presstitutes thought he was a white guy .,not_hate,implicit_hate,
" interestingly enough  franklin wrote that only english and saxons were  "" white . "" "" the rest of europeans were "" "" swarthy "" "" and not "" "" white . "" "" """,not_hate,implicit_hate,
i just watched it . its pretty disgusting and racist . it definitely promotes white supremacy . now that im aware  i will never promote . hes a despicable human being & i will say so.am i still a suspected white supremacist for checking my own facts ?,not_hate,not_hate,
& dems to own antifa using a detached bunch of losers as chum . they're in motion & will battle phantoms into oblivion now .,not_hate,not_hate,
official nyc oi ! fest poster . get tix here,not_hate,not_hate,
real madrid soccer team removes cross from logo to avoid offending muslims,not_hate,not_hate,
u agree govt isn't always right but anything trump does u not going to like,not_hate,not_hate,
if black dysfunction is an indicator of institutionalized white supremacy  it appears cities get more white supremacist as they get blacker .,implicit_hate,implicit_hate,inferiority
"not if they want to keep their seats. will vote them out asap! vote out all daca, illegal supporters! american's first! maga",implicit_hate,not_hate,incitement
i believe they are too lazy. isn't that why we went and brought back slaves in the first place?,implicit_hate,implicit_hate,inferiority
as awful as #roevwade is  court spelled out a way to stop the horror : legally define #personhood . why not done ?,not_hate,not_hate,
elin krantz : just another dead white liberal female raped to death by non-white via,implicit_hate,explicit_hate,white_grievance
" rt why haven't white people started a group for  "" white lives & police lives matter "" "" ? """,implicit_hate,implicit_hate,white_grievance
looks white to me,not_hate,not_hate,
you mean white trash .,not_hate,explicit_hate,
: the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration,implicit_hate,explicit_hate,white_grievance
when #trolls be #trolling #kkk types are almost more fun than #isisgo figure #peopleareamazing,not_hate,explicit_hate,
do we have enough original musicians on the alt-right  or would this be a parody music festival ?,not_hate,not_hate,
trump retweets white genocide via,not_hate,implicit_hate,
hillary strategist blames stupid white people for popularity of trump via,not_hate,implicit_hate,
cuckservatives : paul ryan is a classical liberal via,not_hate,implicit_hate,
"doesn't 'e' stand for enforcement, ? won't deport illegal aliens arrested @ #dnc2012",implicit_hate,not_hate,irony
you can run  but no longer hide white trash ! expect us !,explicit_hate,explicit_hate,
oh yeah while some alt-right cuck says ' staahpp  we supp,implicit_hate,not_hate,other
redefines the definition of marriage & family by endorsing w / his three marriages and families . shame on,not_hate,not_hate,
also  why didn't they add laura loomer to the alt light list ? __,not_hate,not_hate,
have you heard komo radio : dave ray on sanctuary cities by fairfederation on #soundcloud ? #np,not_hate,not_hate,
sessions to congress : daca answer ' in your hands ' via,not_hate,not_hate,
"quick, before he changes his mind! #deportthemall now!",implicit_hate,explicit_hate,threatening
" lol coming from the idiot with a racist vice mayor who  "" hates white people . "" "" opinion discarded . please kill yourself """,not_hate,explicit_hate,
are white nationalists white first or nationalist first ? seriously !,not_hate,not_hate,
"where are the calls to cut immigration?! take us back to 200-250,000 annually!",implicit_hate,not_hate,threatening
jeff sessions will follow the congressional immigration laws constitutionally not obama's executive order memorandums,not_hate,not_hate,
isn't high corporate taxes + high income taxes + regulations + free-trade the formula of deindustrialization ?,not_hate,not_hate,
here are all the pseudo crime data and propaganda reports by the white supremacists website #amrenaissance,not_hate,not_hate,
anti-white agenda ? she's white  so am i missing something ? and there a,not_hate,not_hate,
erick erickson should invite rachel dolezal or caitlyn jenner to speak at redstate #cuckservative,not_hate,implicit_hate,
whites are the kulaks / christians of communism 2.0 . if we kill em  we'll be rich etc .,implicit_hate,implicit_hate,threatening
" rt rt : idaho pastors face 180 days in jail for declining same-sex  "" wedding . "" "" this is wrong . """,not_hate,not_hate,
"the 3rd world was once great civilizations, don't forget",implicit_hate,not_hate,inferiority
What's the difference between a Jew and a pizza? The pizza doesn't scream when it's put in the oven.,implicit_hate,implicit_hate,irony
this human ( not sure actually ) is vile racist pond scum,explicit_hate,explicit_hate,
are you an ex gay ?,not_hate,not_hate,
golden dawn first with 555 % on the athens municipality via,not_hate,implicit_hate,
i had a holocaust survivor tell me the other day that she was very upset when trump got elected . afte,not_hate,not_hate,
jewish supremacists demand more cash for racist ' israel ' . : well  this is not exactly related to our topic here ...,explicit_hate,implicit_hate,
hunter real problem at doj is organizational - goes back to civil war see,not_hate,not_hate,
new mtv show publicly shames white people for what theyve done in america,not_hate,not_hate,
you want inter-racial marriage bans to be allowed again & if you think all gays are white you're a racist,not_hate,implicit_hate,
#ferguson and #detroit are a reflection on the innate capacity of blacks to further and advance civilization,implicit_hate,implicit_hate,irony
its my understanding that most abortions are by white women . judging from the surge in the non white population it,implicit_hate,implicit_hate,incitement
what policies are white supremacist ?,not_hate,not_hate,
murray can't forgive himself for coauthoring the bell curve and helping create the alt-right,not_hate,not_hate,
breaking : new morningconsult pollnational trump 49 % cruz 28 % kasich 10 %,not_hate,not_hate,
hunter  this has nothing to do with cucking . this is about saving the white race . repea,implicit_hate,explicit_hate,white_grievance
that's vile hate speech and then people are surprised when muslim men rape white girls  abuse and prostitute them . islam is a cult of evil .,explicit_hate,explicit_hate,
what's normal can be altered . the cultural marxists have done a good job of surreptitiously messing nor,not_hate,implicit_hate,
"how dare you assume gender. it's equality, baby.",implicit_hate,not_hate,irony
sure it will . the small minority of business conservatives who rule over the great mass of populist voters here will be undone,not_hate,not_hate,
remember how i said we aren't asking ? this will be a white ethnostate in one form or another . unless you can kill us to the last man this idea will persist until it is completed .,not_hate,explicit_hate,
who are their supporters black people or white people ? who is their audience black people or white people ? do they talk to black people about black solutions or to white people about black problems ?,not_hate,implicit_hate,
"mr. perkins, is sen. santorum the equivalent of american taliban? unfair?",implicit_hate,not_hate,irony
: worse  metro atlanta from clayton to rockdale and increasingly cobb and dekalb are black hellholes .,implicit_hate,explicit_hate,inferiority
" why not advocate for white people having more white babies ? doesn't that make sense :  "" for us & our posterity "" "" ... meekness """,not_hate,implicit_hate,
" of course .  "" those people "" "" . "" "" they "" "" . """,not_hate,not_hate,
the real jewish homeland is birobidzhan .,not_hate,implicit_hate,
mcauliffe is a total hypocrite ! he had the gaul to disavow white supremacy ... fine yet supported riots & assaults on djt sptrs & blm's hate !,implicit_hate,implicit_hate,white_grievance
who do you think is lying ? typical #zog #media #msm,not_hate,not_hate,
please watch & spread swp's new video on white genocide & check out,not_hate,not_hate,
well  of course it does  elder . i just found out from my white side  i'm racist and intolerant . together  good prevails . we're americans,not_hate,not_hate,
: cuckservatives : the case against conservatism via,not_hate,implicit_hate,
nah man  jews are white,not_hate,not_hate,
today is friday #ff for the white #workingclass,not_hate,not_hate,
omg the royals have been brainwashed . happened once they denied their christian beliefs . every person ever alive can fit into tx w / space,implicit_hate,not_hate,incitement
how many people lost their lives because of your foreign policy insights ? how many trillions of dollars was squandered ?,not_hate,not_hate,
nuke deal will make war with iran more likely  say former top military officials,not_hate,not_hate,
"âFreedom IS more important than safetyâ these urine soaked socialist piece of shit fags never put a gun in their hands & fought 4 R country I have no problem wiping these high school commies off the face of R earth , or them killing eachother, & Iâm glad they go home & play 10 hours of PlayStation itâll prepares them 4 Whatâs coming 4 threatening R 1st & 2 Nd amendment",implicit_hate,explicit_hate,
#trucons have struck gold on replacing andrew jackson with harriet tubman :,not_hate,not_hate,
"scream back at'em """"olly olly oxen free!"""" while doing jumping jacks. that'll freak them out and they will melt.",implicit_hate,not_hate,irony
i . e . no white people .,not_hate,explicit_hate,
all the muslims and muslim apologists on twitter right now are disgusting .,explicit_hate,explicit_hate,
david lane : the white genocide manifesto #swrm #davidlane #fourteenwords via,implicit_hate,explicit_hate,white_grievance
who cares to wager that will attack tonight because they don't hate white kids ? #charlestonshooting #charlestonstrong,implicit_hate,not_hate,white_grievance
next thing you know he'll complain about how unfair it is being a white dude in america .,not_hate,implicit_hate,
white kid walking his dog  shot and killed for no reason by racist blacks | read more : via,explicit_hate,explicit_hate,
: you jihad enablers are so filled with hate  it oozes out of your,implicit_hate,explicit_hate,stereotypical
you mean no to a christian test ... you're quite fine stepping on non-white faiths or non-believers . you just want tax free white sharia .,not_hate,explicit_hate,
seems the left considers all conservatives white supremacists and nazi's and racist . its sad all the hatred they harbor towards other people,not_hate,implicit_hate,
" rt oh  i love this ! ! thank you for all of your efforts . i live in atlanta and it has changed dramatically in just five years ( not for the better ) . we have  "" no-go "" "" zones and the like . most don ; t realize how bad it is because they go from car to house to work . it's bad  folks ! """,not_hate,implicit_hate,
: another #jew admits to white #genocide being their goal . must watch # #immigration #racism,explicit_hate,explicit_hate,
water is biggest problem for diliiwala.hooda called kejriwal for meeting to discuss issue today but kejri cancelled meeting for his dharna,not_hate,not_hate,
is a racist and she supports the,not_hate,not_hate,
carolyn yeager joins me to discuss revisionism and #altright prompted by a debate hosted by,not_hate,not_hate,
those ' protesters ' look pretty white too,not_hate,implicit_hate,
anti-racist activist raped by non-white illegal immigrant after anti-racism festival | read more : via,implicit_hate,implicit_hate,stereotypical
so twitter is anti-white . good to know,implicit_hate,implicit_hate,white_grievance
" rt william clark speaking with students at about race and identity after the school encouraged white people to do something .  "" """,not_hate,not_hate,
: quiz . which of these helped the racist far right nazis kill 400k jews ? 1.robert spencer and pamela geller . 2 .,not_hate,implicit_hate,
this is part of their auto-victimisation  to justify the jihad ! since ever ! ! !,implicit_hate,explicit_hate,stereotypical
isn't a white supremacist group afaik,not_hate,not_hate,
"sick, sick, sick this muslim religion is very sick! penalty should have been removal of his private parts!",implicit_hate,explicit_hate,stereotypical
you've expressed enough of your jew-hating  white nationalist views to convince me that you're pretty close . you might be a capitalist  ...,not_hate,explicit_hate,
jews who are pro-western don't join those organizations . they join organizations like because they see themselves as white .,implicit_hate,implicit_hate,incitement
just locate the string of mangled and wounded and dead white people  and the lost muslims should be nearby .,implicit_hate,explicit_hate,white_grievance
so you hate white people  is essentially what you are saying .,not_hate,implicit_hate,
i remember a video or audio file in which he said something like the white race needs to be blended out of existence,implicit_hate,explicit_hate,white_grievance
submit to the constitution or get the eff out!,implicit_hate,not_hate,threatening
"if they are undocumented, they aren't immigrants.",implicit_hate,not_hate,white_grievance
is white so how is this racist ?,not_hate,not_hate,
european planters lacked prior knowledge of rice farming unllike long history of skilled rice cultivation in west africa . #fact,not_hate,not_hate,
" i'm white  explain to me how your  "" movement "" "" isn't racist ? """,not_hate,implicit_hate,
context is all . even some of his own party are failsing to support him . kinda begs why ?,not_hate,not_hate,
white people in minneapolis does this plus more  where are your posts about them ? and i kno,not_hate,implicit_hate,
hey so our kids klub klan is also called the kkk . lol  common misunderstanding ! eat at gay hooters and bring the kids !,not_hate,explicit_hate,
is friends with all those ku klux klan guys but he says is a racist . arnold is not a real man .,not_hate,implicit_hate,
youre aware that australians are white  right ? we have no problems with immigration thats from white nations that are a net positive,not_hate,not_hate,
emergency at 10 jp .. sonia gandhi rushes to meet president of india . cong house on fire #verdict2014,not_hate,not_hate,
.  only 2 types of people support : 1 ) racist  right-wing evangelical christians & 2 ) zionists . which are you ?,not_hate,implicit_hate,
rules expressly contain secular exceptions  allowed referrals for many reasons not in the rules . alito #scotus,not_hate,not_hate,
antifa is clearly communist . they are quite the recruiting tool for the alt-right .,not_hate,implicit_hate,
he would miss the free white house,not_hate,explicit_hate,
shouldn't you be wearing black & white to match your obvious inability to think in any other terms ?,not_hate,implicit_hate,
how come you hate muslims so much ? i thought white supremacist nazis like you hated jews,not_hate,implicit_hate,
yes  i'm that kind of right  #altright  and we're growing in america .,not_hate,implicit_hate,
fake news media says trump supporters are racist with no proof  yet no outrage over liberal communist professors calling for white genocide !,implicit_hate,implicit_hate,white_grievance
it's walter ! ! i give a similar speech all the time about the proud such and such and the white racist .,not_hate,not_hate,
not to be worried ; be nationalist  stick to your point,not_hate,not_hate,
lack of credit in jim crow south affected poor whites in south and west . see populist party .,not_hate,implicit_hate,
#sb1070 co-author's connection to  an org w / racist  white supremacist roots #justice4az #immigration,not_hate,implicit_hate,
1 ) the white race isn't going anywhere . most people of every race would rather be with someone similar to themselves . #whitepeople,implicit_hate,implicit_hate,white_grievance
as we know jared taylor and dylann roof both think jews are white .,not_hate,implicit_hate,
all his reasons are the main ones that affect people . us people fight the war,not_hate,not_hate,
freedom from religion group is such troublemakers  after texas cheerleaders too,not_hate,not_hate,
you apparently think it's racist to care about white lives . that says a lot about you,not_hate,implicit_hate,
inb 4 its ok to be white as long as youre also fine with anti white policies that displace whites,implicit_hate,implicit_hate,white_grievance
show me 1 picture of a white christian stoning or throwing a gay person off a roof .,not_hate,explicit_hate,
white house visitor logs show dozens of visits by top abortion activists,not_hate,not_hate,
"those virus' are going rampant, need to put anti virus into effect.",implicit_hate,not_hate,inferiority
punching people at protests is never acceptable ! unless i agree with the views of the person punching in which cases its totes cool,not_hate,not_hate,
mars orbiter engine test-fired successfully . spacecraft will enter mars orbit on wednesday--a proud day for india & isro,not_hate,not_hate,
> . 1000 years of replacement migration and cultural genocide source on that please,not_hate,explicit_hate,
too many cooks spoil the soup!. too many rino's spoil the party's agenda. i'd like 2 bend em over & let a real rhinoceros gouge their asses!,implicit_hate,implicit_hate,inferiority
: white students turned away from anti-racism seminar for being white,not_hate,implicit_hate,
do u guys already have uniforms or do i have to go to party city myself,not_hate,not_hate,
" rt :  "" black lives matter & antifa can show up with mace  acid & baseball bats "" "" .. while your far right romp u """,implicit_hate,explicit_hate,incitement
white genocide in the united states of america a 100 year history #swrm via,implicit_hate,implicit_hate,white_grievance
it was a convenient british arrangement . hindus had nothing to do with crown doing business . but it did exploit,not_hate,not_hate,
: milo : mainstream conservatism is the answer via,not_hate,not_hate,
"  "" every time we kill a child through abortion  we kill our potential . "" "" #whywemarchh / t """,not_hate,not_hate,
" this mj article is unintentionally pro-white . basically demonstrates that we're  "" racist "" "" because we're highly intelligent & informed . """,implicit_hate,implicit_hate,white_grievance
1 . south island of new zealand . 2 . iceland . 3 . parts of canada .,not_hate,not_hate,
i side with the working people of the world - no matter their race . i stand against the haute bourgeoisie plutocrats who rule the world  be they white  jewish  asian  brown  black  whatever .,not_hate,not_hate,
we don't need their permission 2 take their ppl back. bring 2 border & throw them back. enough of this being civil 2 uncivilized countries,implicit_hate,explicit_hate,threatening
ban hijab and burka. they need to assimilate or leave,implicit_hate,explicit_hate,threatening
it's so true and not only happening in germany . what kind of a poor refugee beats up another ? it's a terrorist in disguise,not_hate,implicit_hate,
you block retweets hunter ?,not_hate,not_hate,
hindus must take up this matter .,not_hate,not_hate,
who is he ? ? what hunting people down for ? ? ? ... must be with the kkk this one of yall ? ? ?,not_hate,not_hate,
fair is a hate group see southern poverty law center . white supremacists .,not_hate,explicit_hate,
please provide an example of a racist comment by robert spencer.you can't . he's never said anything racist !,not_hate,not_hate,
cut all fedfunds to sanctuary cities. arrest mayors violating fedlaw. check their bank accounts for illegal donations. contact,implicit_hate,not_hate,threatening
might as well ! they already lots of their own separate stuff . easier to rid them from white america .,explicit_hate,explicit_hate,
the thoughts of giving 1 million democrat voters and their descendants the ability to outvote us all is terrifying. deport them no regrets,implicit_hate,explicit_hate,threatening
when one worthless white person make a idiotic racial error  we are back to apartheid with every white person .,not_hate,implicit_hate,
: gop's continued inaction on pain-capable abortion ban frustrates #prolife advocates : #ccot #tcot mt,not_hate,not_hate,
india sends a message to muslims around the world . - - obey the law or you wont enter our country,not_hate,explicit_hate,
but  but  but ... white people .,not_hate,not_hate,
are you saying jews are a ethnic group ? their not huh white ! ! ! wow  mind blown,not_hate,implicit_hate,
remember ? the spineless antifa cuck who lied about confronting whn they were putting up posters ? he blocked me,not_hate,not_hate,
don't they always brag of cultural sophistication . this is the other nottheast . ethnic whites . catholics etc,not_hate,implicit_hate,
wish there was something like this when white ppl immigrated to the us . cause you know . native americans were here first,not_hate,implicit_hate,
never trust people who run from the word racist and are eager to placate anti-whites by attacking white,not_hate,implicit_hate,
is this yours ? #hoodsoff . #opkkk .,not_hate,explicit_hate,
what disgusting anti-white trash . #wakeup #whitepeople #wpww,implicit_hate,explicit_hate,white_grievance
" i posted 5 photos on facebook in the album  "" unpacking dij "" "" peaceful snow - totenpop versions "" "" 7 inch "" "" """,not_hate,not_hate,
latvia : thousands hold stop white genocide rallies via,not_hate,not_hate,
because bannon thinks u r only american if u r white,not_hate,implicit_hate,
lil *,not_hate,not_hate,
there are more white voters than people think . thats good news for trump .,not_hate,not_hate,
" rt so what this latest aap bimbo is saying is  "" we are just a pappu .. please please give us time "" "" .. moron ! """,not_hate,implicit_hate,
its not surprising that people who like messages also enthuse over white supremacist hate speech,not_hate,implicit_hate,
"we are not feeding our own, ethnically diverse children. it's arrogant to pretend we can help others while kids go hungry.",implicit_hate,implicit_hate,inferiority
condolences to his family  he was patriot for our people,not_hate,not_hate,
7 / white south africans are asking for our help . they're trying to get the word out about what is happening to the white community,implicit_hate,explicit_hate,white_grievance
if you acknowledge that whites are being targeted and you don't want to just roll over and die  you will be called a white supremacist .,implicit_hate,explicit_hate,white_grievance
calhoun's prophecy via #altright #altsouth,not_hate,implicit_hate,
: white pride march in wales passes off peacefully via,not_hate,not_hate,
#plannedparenthood profited from enforcing abortion quotas to increase profits . #itsprettyugly #exposepp,not_hate,not_hate,
no bill clinton saying make america great again is not racist saying make america democrat again would be racist !,not_hate,not_hate,
signer wants to apologize to black lives matter and antifa members because of a facebook post he wrote over the july 8th rally,not_hate,not_hate,
you stand for cultural decay  degeneracy  and anti white movements .,implicit_hate,implicit_hate,white_grievance
you're doing many people a great service by shining a light on evil . #fakenews outlets refuse to report on it.even,not_hate,not_hate,
yeah but who is defining intolerance . antifa are intolerant .,not_hate,implicit_hate,
any reason at all to kill daca is a good one ! ! !,not_hate,not_hate,
round the muslims up send their asses packing.,implicit_hate,explicit_hate,threatening
why your white be proud of your own race and look out for your own race just like obama looked out just for his own race,implicit_hate,implicit_hate,white_grievance
and now the reporter or whatever he is says white women are racist because they bump into him !,not_hate,implicit_hate,
i have known taylor personally since 2005 . i've even reported from inside his conferenc,not_hate,not_hate,
we prefer to be called identitarians . we believe that societies with majority populations that share racial / ethnic & cultural commonality  an identity  are more stable & preferable to ones that are multicultural . history and the current crises of the west suggest we're right .,implicit_hate,implicit_hate,incitement
white lives matter business card looks most excellent and worth ordering from the new order in milwaukee wi . usa,implicit_hate,not_hate,incitement
libertarianism without nationalism is suicide .,not_hate,not_hate,
abe foxman takes post at israel think tank via #withjewswelose,not_hate,not_hate,
to hear them tell it  charlottesville was some kind of overwhelming communist victory .,not_hate,implicit_hate,
southern nationalists cannot continue to look to federal leaders to save our ideals south has carried g,not_hate,implicit_hate,
white nationalist please,not_hate,explicit_hate,
#altright press conference live now,not_hate,not_hate,
this is crazy. how do you give a loan to someone who can be deported at will ?,implicit_hate,not_hate,white_grievance
sound like you may be a white supremacists maam ...,not_hate,implicit_hate,
this is ok tho & i'm mexican american & i fought 4 my country,not_hate,not_hate,
63 % of women against abortion on pain-capable unborn children time 2 end #abortions after 20 wks #theyfeelpain,not_hate,not_hate,
